ID,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,"N.Asset/N.Premium
(2 yeara ago)",Y0,Y
2012_20702,94,13,22,0,57,3.6,3,3,43,2,0,-1,0,68087,8511,7.999882505,1,pos
2013_20702,52,13,5,0,70,3,2,2,40,2,0,0,-1,69725,8962,7.780071413,1,pos
2014_20702,44,12,-3,0,73,2.3,2,2,33,2,-1,-1,-2,71311,8707,8.19007695,1,pos
2015_20702,60,12,3,0,70,2.5,2,2,29,3,0,-1,-1,73025,8954,8.155572928,1,pos
2016_20702,117,13,6,0,69,2.4,3,3,36,3,0,0,-1,74979,9516,7.87925599,0,neg
2017_20702,137,13,5,0,70,2.4,3,3,38,3,0,0,0,76879,9993,7.6932853,1,pos
2006_10030,121,68,4,0,90,2.2,2,2,72,8,2,9,-15,11462,7795,1.470429763,1,pos
2007_10030,66,61,-1,0,80,3.7,11,11,66,8,-5,1,-24,12680,7699,1.646967139,1,pos
2008_10030,58,49,-10,0,69,4.9,12,12,64,8,-17,-22,-32,14201,6963,2.039494471,0,neg
2009_10030,40,36,-20,0,67,4.5,10,10,61,6,-7,-21,-20,15621,4453.120879,3.50787693,0,neg
